step,fundamental,mid,spread,bid_depth,ask_depth,inventory,cash,pnl,trades
867,98.66,98.64,1.3,190,190,21,569.9,2641.34,878
868,98.72,98.785,1.47,190,177,11,1563.4,2650.035,880
869,98.8,98.87,1.46,190,177,1,2557.8,2656.67,882
870,98.92,98.92,1.3,190,189,0,2657.37,2657.37,883
871,98.81,98.81,1.3,182,190,8,1872.09,2662.57,884
872,98.73,98.725,1.29,190,190,8,1872.09,2661.89,884
873,98.69,98.685,1.29,187,190,11,1577.97,2663.505,885
874,98.71,98.78,1.46,190,176,1,2571.47,2670.25,887
875,98.69,98.765,1.45,190,172,-9,3564.87,2675.985,889
876,98.75,98.83,1.44,190,178,-19,4558.97,2681.2,891
877,98.83,98.845,1.29,190,190,-19,4558.97,2680.915,891
878,98.85,98.865,1.29,190,190,-19,4558.97,2680.535,891
879,98.84,98.855,1.29,190,190,-19,4558.97,2680.725,891
880,98.88,98.895,1.29,189,190,-18,4460.72,2680.61,892
881,98.87,98.885,1.29,190,188,-20,4659.78,2682.08,893
882,98.88,98.895,1.29,190,190,-20,4659.78,2681.88,893
883,98.9,98.915,1.29,190,190,-20,4659.78,2681.48,893
884,98.89,98.975,1.43,190,180,-30,5655.28,2686.03,894
885,98.94,98.965,1.29,181,190,-21,4770.4,2692.135,895
886,98.9,98.83,1.46,177,190,-11,3787.7,2700.57,897
887,98.93,98.94,1.3,190,190,-11,3787.7,2699.36,897
888,99.01,99.02,1.3,190,190,-11,3787.7,2698.48,897
889,98.94,99.02,1.44,190,173,-21,4783.7,2704.28,899
890,98.98,98.995,1.29,190,182,-29,5580.82,2709.965,900
891,98.96,98.985,1.29,190,190,-29,5580.82,2710.255,900
892,98.95,98.975,1.29,190,188,-31,5780.06,2711.835,901
893,98.93,98.865,1.47,175,190,-21,4796.96,2720.795,903
894,98.88,98.895,1.29,190,190,-21,4796.96,2720.165,903
895,98.86,98.79,1.46,174,190,-11,3814.66,2727.97,905
896,98.78,98.79,1.3,190,190,-11,3814.66,2727.97,905
897,98.77,98.7,1.46,177,190,-1,2833.36,2734.66,907
898,98.76,98.76,1.3,190,190,-1,2833.36,2734.6,907
899,98.78,98.705,1.45,179,190,9,1852.06,2740.405,909
900,98.88,98.875,1.29,181,190,18,967.99,2747.74,910
901,98.93,98.845,1.43,178,190,28,-14.71,2752.95,912
902,98.86,98.925,1.47,190,173,18,980.19,2760.84,914
903,98.85,98.835,1.29,190,184,12,1577.07,2763.09,915
904,98.87,98.79,1.44,175,190,22,594.97,2768.35,917
905,98.83,98.815,1.29,188,190,24,398.63,2770.19,918
906,98.81,98.795,1.29,190,190,24,398.63,2769.71,918
907,98.86,98.845,1.29,190,181,15,1294.04,2776.715,919
908,98.82,98.74,1.44,180,190,25,312.44,2780.94,920
909,98.86,98.93,1.46,190,177,15,1307.34,2791.29,922
910,98.84,98.83,1.3,184,190,21,718.26,2793.69,923
911,98.9,98.885,1.29,190,190,21,718.26,2794.845,923
912,98.95,98.935,1.29,182,190,29,-68.06,2801.055,924
913,99.02,98.935,1.43,177,190,39,-1051.56,2806.905,926
914,99.02,98.995,1.29,190,184,33,-453.72,2813.115,927
915,99.1,99.015,1.43,179,190,43,-1438.02,2819.625,929
916,99.1,99.01,1.42,174,190,53,-2422.32,2825.21,931
917,99.15,99.115,1.29,190,190,53,-2422.32,2830.775,931
918,99.17,99.135,1.29,190,190,53,-2422.32,2831.835,931
919,99.23,99.195,1.29,190,188,51,-2222.64,2836.305,932
920,99.22,99.13,1.42,176,190,61,-3208.04,2838.89,934
921,99.16,99.125,1.29,181,190,70,-4094.36,2844.39,935
922,99.12,99.08,1.3,183,190,77,-4783.37,2845.79,936
923,99.17,99.125,1.29,190,190,77,-4783.37,2849.255,936
924,99.22,99.175,1.29,190,187,74,-4483.91,2855.04,937
925,99.16,99.215,1.49,190,177,64,-3486.31,2863.45,939
926,99.09,99.055,1.29,190,190,64,-3486.31,2853.21,939
927,99.08,99.045,1.29,190,190,64,-3486.31,2852.57,939
928,99.16,99.22,1.48,190,176,54,-2488.61,2869.27,941
929,99.17,99.14,1.3,190,187,51,-2189.24,2866.9,942
930,99.11,99.085,1.29,182,190,59,-2976.76,2869.255,943
931,99.14,99.11,1.3,190,190,59,-2976.76,2870.73,943
932,99.13,99.04,1.42,177,190,69,-3961.26,2872.5,945
933,99.14,99.105,1.29,190,190,69,-3961.26,2876.985,945
934,99.17,99.135,1.29,186,190,73,-4355.22,2881.635,946
935,99.2,99.165,1.29,183,190,80,-5044.86,2888.34,947
936,99.18,99.085,1.41,174,190,90,-6029.86,2887.79,949
937,99.17,99.125,1.29,190,190,90,-6029.86,2891.39,949
938,99.08,99.035,1.29,190,190,90,-6029.86,2883.29,949
939,99.05,99.01,1.3,190,188,88,-5830.54,2882.34,950
940,99.07,99.03,1.3,189,190,89,-5928.92,2884.75,951
941,99.05,98.955,1.41,173,190,99,-6912.52,2884.025,953
942,99.05,98.95,1.4,163,190,100,-7010.88,2884.12,955
943,99.1,99.0,1.4,178,190,100,-7010.88,2889.12,956
944,99.08,99.08,1.6,180,172,90,-6014.08,2903.12,958
945,99.12,99.085,1.29,190,188,88,-5814.62,2904.86,959
946,99.14,99.105,1.29,190,190,88,-5814.62,2906.62,959
947,99.22,99.185,1.29,185,190,93,-6307.32,2916.885,960
948,99.15,99.055,1.41,169,190,100,-6996.61,2908.89,962
949,99.23,99.135,1.41,179,190,100,-6996.61,2916.89,963
950,99.17,99.075,1.41,180,181,91,-6098.59,2917.235,964
951,99.16,99.125,1.29,189,183,84,-5400.2,2926.3,965
952,99.13,99.19,1.48,190,175,74,-4402.7,2937.36,967
953,99.03,99.005,1.29,190,184,68,-3804.8,2927.54,968
954,98.95,98.925,1.29,187,190,71,-4099.64,2924.035,969
955,98.98,98.955,1.29,190,190,71,-4099.64,2926.165,969
956,98.97,98.945,1.29,190,190,71,-4099.64,2925.455,969
957,98.97,98.945,1.29,190,190,71,-4099.64,2925.455,969
958,98.99,98.965,1.29,190,190,71,-4099.64,2926.875,969
959,99.03,99.005,1.29,190,190,71,-4099.64,2929.715,969
960,99.05,99.03,1.3,183,190,78,-4788.3,2936.04,970
961,98.98,98.955,1.29,190,183,71,-4091.1,2934.705,971
962,99.01,98.99,1.3,181,190,80,-4976.16,2943.04,972
963,98.87,98.935,1.47,190,176,70,-3981.26,2944.19,974
964,98.88,98.945,1.47,190,175,60,-2986.16,2950.54,976
965,98.9,98.97,1.46,190,179,50,-1990.86,2957.64,978
966,98.87,98.94,1.46,190,172,40,-995.86,2961.74,980
967,98.78,98.77,1.3,190,190,40,-995.86,2954.94,980
968,98.84,98.83,1.3,190,190,40,-995.86,2957.34,980
969,98.93,99.0,1.46,190,177,30,-0.16,2969.84,982
970,98.96,98.955,1.29,183,190,37,-688.33,2973.005,983
971,99.0,98.92,1.44,176,190,47,-1671.83,2977.41,985
972,98.97,98.96,1.3,190,183,40,-974.56,2983.84,986
973,99.02,99.015,1.29,190,190,40,-974.56,2986.04,986
974,99.09,99.165,1.45,190,174,30,22.74,2997.69,988
975,99.06,99.055,1.29,190,190,30,22.74,2994.39,988
976,99.09,99.165,1.45,190,172,20,1020.04,3003.34,990
977,99.07,99.065,1.29,190,190,20,1020.04,3001.34,990
978,99.09,99.085,1.29,190,190,20,1020.04,3001.74,990
979,99.15,99.145,1.29,190,190,20,1020.04,3002.94,990
980,99.22,99.215,1.29,186,190,24,625.76,3006.92,991
981,99.18,99.175,1.29,190,190,24,625.76,3005.96,991
982,99.1,99.175,1.45,190,179,14,1623.16,3011.61,993
983,99.22,99.295,1.45,190,179,4,2621.76,3018.94,995
984,99.22,99.22,1.3,190,190,4,2621.76,3018.64,995
985,99.18,99.255,1.45,190,172,-6,3620.06,3024.53,997
986,99.08,99.155,1.45,190,177,-16,4617.36,3030.88,999
987,99.11,99.19,1.44,190,173,-26,5614.96,3036.02,1001
988,99.06,99.14,1.44,190,178,-36,6612.06,3043.02,1003
989,99.03,99.035,1.29,184,190,-30,6021.72,3050.67,1004
990,98.97,99.05,1.44,190,174,-40,7017.92,3055.92,1006
991,99.04,99.045,1.29,190,186,-44,7416.68,3058.7,1007
992,99.06,99.065,1.29,186,190,-40,7023.0,3060.4,1008
993,99.04,99.12,1.44,190,172,-50,8019.9,3063.9,1010
994,99.08,99.085,1.29,190,190,-50,8019.9,3065.65,1010
995,99.09,99.095,1.29,185,190,-45,7527.65,3068.375,1011
996,99.17,99.17,1.3,190,186,-49,7926.93,3067.6,1012
997,99.12,99.045,1.45,174,190,-39,6942.23,3079.475,1014
998,99.14,99.14,1.3,187,190,-36,6646.76,3077.72,1015
999,99.05,99.05,1.3,190,190,-36,6646.76,3080.96,1015
